position,title,result_id,type,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,publication_info_authors_4_name,publication_info_authors_4_link,publication_info_authors_4_serpapi_scholar_link,publication_info_authors_4_author_id,inline_links_cached_page_link,resources_1_title,resources_1_link
16,Machine learning: A theoretical approach,bfCd2LaGZrAJ,Book,https://books.google.com/books?hl=en&lr=&id=cnyjBQAAQBAJ&oi=fnd&pg=PP1&dq=machine%2Blearning&ots=5e3DOAhX0p&sig=RcwlkkrpchZBuOyZPvPM011VtRc,"… concerns computer programs that can imitate the learning … of machine learning. The discussion is based on the recently developed model of probably approximately correct learning, …",BK Natarajan - 2014 - books.google.com,BK Natarajan,https://scholar.google.com/citations?user=wxlTEp4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=wxlTEp4AAAAJ&engine=google_scholar_author&hl=en,wxlTEp4AAAAJ,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=bfCd2LaGZrAJ,512,"https://scholar.google.com/scholar?cites=12710995118176202861&as_sdt=5,26&sciodt=0,26&hl=en&num=20",12710995118176202861,https://serpapi.com/search.json?as_sdt=5%2C26&cites=12710995118176202861&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:bfCd2LaGZrAJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,26",https://serpapi.com/search.json?as_sdt=0%2C26&engine=google_scholar&hl=en&num=20&q=related%3AbfCd2LaGZrAJ%3Ascholar.google.com%2F&start=0,4.0,"https://scholar.google.com/scholar?cluster=12710995118176202861&hl=en&num=20&as_sdt=0,26",12710995118176202861,https://serpapi.com/search.json?as_sdt=0%2C26&cluster=12710995118176202861&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,
17,Introduction to machine learning,Dq9OvZdKPFMJ,Book,https://books.google.com/books?hl=en&lr=&id=tZnSDwAAQBAJ&oi=fnd&pg=PR7&dq=machine%2Blearning&ots=F4SVb-dwCg&sig=cnZwz5JdMLFLbmCua4kc2CsxjSI,… and Machine Learning series appears at the back of this book. … some learning components; actually most such systems would not have been possible today if not for machine learning. …,E Alpaydin - 2020 - books.google.com,E Alpaydin,https://scholar.google.com/citations?user=lXYKgiYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=lXYKgiYAAAAJ&engine=google_scholar_author&hl=en,lXYKgiYAAAAJ,ufl.edu,PDF,https://www.bme.ufl.edu/wp-content/uploads/2018/07/Fall-2015-Syllabus-BME6938-Machine-Learning.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Dq9OvZdKPFMJ,14203,"https://scholar.google.com/scholar?cites=5997750819327225614&as_sdt=5,26&sciodt=0,26&hl=en&num=20",5997750819327225614,https://serpapi.com/search.json?as_sdt=5%2C26&cites=5997750819327225614&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:Dq9OvZdKPFMJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,26",https://serpapi.com/search.json?as_sdt=0%2C26&engine=google_scholar&hl=en&num=20&q=related%3ADq9OvZdKPFMJ%3Ascholar.google.com%2F&start=0,30.0,"https://scholar.google.com/scholar?cluster=5997750819327225614&hl=en&num=20&as_sdt=0,26",5997750819327225614,https://serpapi.com/search.json?as_sdt=0%2C26&cluster=5997750819327225614&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,
18,Introduction to machine learning,FjctrwWYpgkJ,,https://link.springer.com/protocol/10.1007/978-1-62703-748-8_7,"… to the development of sophisticated machine learning approaches for this application area. … of machine learning such as feature assessment, unsupervised versus supervised learning …","Y Baştanlar, M Özuysal - miRNomics: MicroRNA biology and …, 2014 - Springer",Y Baştanlar,https://scholar.google.com/citations?user=3WTNhHYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=3WTNhHYAAAAJ&engine=google_scholar_author&hl=en,3WTNhHYAAAAJ,iyte.edu.tr,PDF,https://openaccess.iyte.edu.tr/bitstream/11147/5770/1/5770.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=FjctrwWYpgkJ,480,"https://scholar.google.com/scholar?cites=695410342656554774&as_sdt=5,26&sciodt=0,26&hl=en&num=20",695410342656554774,https://serpapi.com/search.json?as_sdt=5%2C26&cites=695410342656554774&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:FjctrwWYpgkJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,26",https://serpapi.com/search.json?as_sdt=0%2C26&engine=google_scholar&hl=en&num=20&q=related%3AFjctrwWYpgkJ%3Ascholar.google.com%2F&start=0,10.0,"https://scholar.google.com/scholar?cluster=695410342656554774&hl=en&num=20&as_sdt=0,26",695410342656554774,https://serpapi.com/search.json?as_sdt=0%2C26&cluster=695410342656554774&engine=google_scholar&hl=en&num=20,M Özuysal,https://scholar.google.com/citations?user=CfT5AZYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=CfT5AZYAAAAJ&engine=google_scholar_author&hl=en,CfT5AZYAAAAJ,,,,,,,,,,,,,,,
19,Machine learning and its applications to biology,f2c_UU2zgaUJ,,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.0030116,"… and/or supervised machine learning techniques abound in the … Continuous variable prediction with machine learning … both supervised and unsupervised machine learning methods, we …","AL Tarca, VJ Carey, X Chen, R Romero… - PLoS computational …, 2007 - journals.plos.org",AL Tarca,https://scholar.google.com/citations?user=7LASVa0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7LASVa0AAAAJ&engine=google_scholar_author&hl=en,7LASVa0AAAAJ,plos.org,PDF,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.0030116&type=printable,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=f2c_UU2zgaUJ,775,"https://scholar.google.com/scholar?cites=11926010432910747519&as_sdt=5,26&sciodt=0,26&hl=en&num=20",11926010432910747519,https://serpapi.com/search.json?as_sdt=5%2C26&cites=11926010432910747519&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:f2c_UU2zgaUJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,26",https://serpapi.com/search.json?as_sdt=0%2C26&engine=google_scholar&hl=en&num=20&q=related%3Af2c_UU2zgaUJ%3Ascholar.google.com%2F&start=0,22.0,"https://scholar.google.com/scholar?cluster=11926010432910747519&hl=en&num=20&as_sdt=0,26",11926010432910747519,https://serpapi.com/search.json?as_sdt=0%2C26&cluster=11926010432910747519&engine=google_scholar&hl=en&num=20,X Chen,https://scholar.google.com/citations?user=ITvmmNEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=ITvmmNEAAAAJ&engine=google_scholar_author&hl=en,ITvmmNEAAAAJ,R Romero,https://scholar.google.com/citations?user=vVp3_OoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=vVp3_OoAAAAJ&engine=google_scholar_author&hl=en,vVp3_OoAAAAJ,,,,,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:f2c_UU2zgaUJ:scholar.google.com/+machine%2Blearning&hl=en&num=20&as_sdt=0,26",,
0,Machine learning basics,p7YVSi5UNiMJ,Pdf,http://whdeng.cn/Teaching/PPT_01_Machine%20learning%20Basics.pdf,"… To obtain theoretical guarantees about generalization of a machine learning algorithm, we … Why does deep learning have different behavior than other machine learning methods for …","H Wang, Z Lei, X Zhang, B Zhou, J Peng - Deep learning, 2016 - whdeng.cn",,,,,whdeng.cn,PDF,http://whdeng.cn/Teaching/PPT_01_Machine%20learning%20Basics.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=p7YVSi5UNiMJ,1755,"https://scholar.google.com/scholar?cites=2537307997858018983&as_sdt=5,31&sciodt=0,31&hl=en&num=20",2537307997858018983,https://serpapi.com/search.json?as_sdt=5%2C31&cites=2537307997858018983&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:p7YVSi5UNiMJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3Ap7YVSi5UNiMJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=2537307997858018983&hl=en&num=20&as_sdt=0,31",2537307997858018983,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=2537307997858018983&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,"http://scholar.googleusercontent.com/scholar?q=cache:p7YVSi5UNiMJ:scholar.google.com/+machine%2Blearning&hl=en&num=20&as_sdt=0,31",,
1,Machine learning algorithms-a review,sR_ChBn63tIJ,Pdf,https://www.researchgate.net/profile/Batta-Mahesh/publication/344717762_Machine_Learning_Algorithms_-A_Review/links/5f8b2365299bf1b53e2d243a/Machine-Learning-Algorithms-A-Review.pdf?eid=5082902844932096,… Here‟sa quick look at some of the commonly used algorithms in machine learning (ML) Supervised Learning Supervised learning is the machine learning task of learning a function …,"B Mahesh - International Journal of Science and Research (IJSR) …, 2020 - researchgate.net",,,,,researchgate.net,PDF,https://www.researchgate.net/profile/Batta-Mahesh/publication/344717762_Machine_Learning_Algorithms_-A_Review/links/5f8b2365299bf1b53e2d243a/Machine-Learning-Algorithms-A-Review.pdf?eid=5082902844932096,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=sR_ChBn63tIJ,2692,"https://scholar.google.com/scholar?cites=15194857180303073201&as_sdt=5,31&sciodt=0,31&hl=en&num=20",15194857180303073201,https://serpapi.com/search.json?as_sdt=5%2C31&cites=15194857180303073201&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:sR_ChBn63tIJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3AsR_ChBn63tIJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=15194857180303073201&hl=en&num=20&as_sdt=0,31",15194857180303073201,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=15194857180303073201&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:sR_ChBn63tIJ:scholar.google.com/+machine%2Blearning&hl=en&num=20&as_sdt=0,31",,
2,On applied research in machine learning,i7tgqUFf020J,Pdf,https://ai.stanford.edu/~ronnyk/editorial.pdf,"… Much of the \science"" of Machine Learning is a … er learning research, that misclassi cation errors have equal costs. The vast majority of classi er learning research in Machine Learning …","F Provost, R Kohavi - MACHINE LEARNING-BOSTON-, 1998 - ai.stanford.edu",F Provost,https://scholar.google.com/citations?user=-Km63D4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=-Km63D4AAAAJ&engine=google_scholar_author&hl=en,-Km63D4AAAAJ,stanford.edu,PDF,https://ai.stanford.edu/~ronnyk/editorial.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=i7tgqUFf020J,342,"https://scholar.google.com/scholar?cites=7913773705839295371&as_sdt=5,31&sciodt=0,31&hl=en&num=20",7913773705839295371,https://serpapi.com/search.json?as_sdt=5%2C31&cites=7913773705839295371&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:i7tgqUFf020J:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3Ai7tgqUFf020J%3Ascholar.google.com%2F&start=20,12.0,"https://scholar.google.com/scholar?cluster=7913773705839295371&hl=en&num=20&as_sdt=0,31",7913773705839295371,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=7913773705839295371&engine=google_scholar&hl=en&num=20,R Kohavi,https://scholar.google.com/citations?user=O3RYHGwAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=O3RYHGwAAAAJ&engine=google_scholar_author&hl=en,O3RYHGwAAAAJ,,,,,,,,,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:i7tgqUFf020J:scholar.google.com/+machine%2Blearning&hl=en&num=20&as_sdt=0,31",,
3,Introduction to machine learning,HNlSsht4BacJ,Book,https://books.google.com/books?hl=en&lr=&id=AQyjBQAAQBAJ&oi=fnd&pg=PP1&dq=machine%2Blearning&ots=XqpQ5BIcJO&sig=O0ZiN11lkxlWUzX6gO_Tl0JAn7o,"… own contribution to inductive machine learning. Special thanks are … learning in Artificial Intelligence, entitled ""Machine Learning: An Artificial Intelligence Approach"". ""Machine Learning…",Y Kodratoff - 2014 - books.google.com,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=HNlSsht4BacJ,288,"https://scholar.google.com/scholar?cites=12035157639568742684&as_sdt=5,31&sciodt=0,31&hl=en&num=20",12035157639568742684,https://serpapi.com/search.json?as_sdt=5%2C31&cites=12035157639568742684&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:HNlSsht4BacJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3AHNlSsht4BacJ%3Ascholar.google.com%2F&start=20,6.0,"https://scholar.google.com/scholar?cluster=12035157639568742684&hl=en&num=20&as_sdt=0,31",12035157639568742684,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=12035157639568742684&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,
4,Machine learning foundations,3QKFEU-v2wwJ,,https://link.springer.com/content/pdf/10.1007/978-3-030-65900-4.pdf,"… knowledge about machine learning by exploring learning theories, … of machine learning algorithms: the supervised, the unsupervised, the reinforced, and the semi-supervised learning. …","T Jo - Machine Learning Foundations. Springer Nature …, 2021 - Springer",T Jo,https://scholar.google.com/citations?user=HSS_xcUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HSS_xcUAAAAJ&engine=google_scholar_author&hl=en,HSS_xcUAAAAJ,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=3QKFEU-v2wwJ,126,"https://scholar.google.com/scholar?cites=926526902485975773&as_sdt=5,31&sciodt=0,31&hl=en&num=20",926526902485975773,https://serpapi.com/search.json?as_sdt=5%2C31&cites=926526902485975773&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:3QKFEU-v2wwJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3A3QKFEU-v2wwJ%3Ascholar.google.com%2F&start=20,4.0,"https://scholar.google.com/scholar?cluster=926526902485975773&hl=en&num=20&as_sdt=0,31",926526902485975773,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=926526902485975773&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,
5,Machine learning: the basics,n3nQQlOitCkJ,Book,https://books.google.com/books?hl=en&lr=&id=1IBaEAAAQBAJ&oi=fnd&pg=PR8&dq=machine%2Blearning&ots=XT7OCouGYZ&sig=qR5f-VueLCXMPN4wf5BB6FqRzdo,"Machine learning (ML) has become a commonplace element in our everyday lives and a standard tool for many fields of science and engineering. To make optimal use of ML, it is …",A Jung - 2022 - books.google.com,A Jung,https://scholar.google.com/citations?user=mHjdZdwAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=mHjdZdwAAAAJ&engine=google_scholar_author&hl=en,mHjdZdwAAAAJ,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=n3nQQlOitCkJ,105,"https://scholar.google.com/scholar?cites=3005205329849907615&as_sdt=5,31&sciodt=0,31&hl=en&num=20",3005205329849907615,https://serpapi.com/search.json?as_sdt=5%2C31&cites=3005205329849907615&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:n3nQQlOitCkJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3An3nQQlOitCkJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=3005205329849907615&hl=en&num=20&as_sdt=0,31",3005205329849907615,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=3005205329849907615&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,
6,A guide to machine learning for biologists,sBoxKwbXv3kJ,,https://www.nature.com/articles/s41580-021-00407-0,"… A machine learning task is an objective specification for what we want a machine learning model to accomplish. For example, for an experiment investigating the expression of genes …","JG Greener, SM Kandathil, L Moffat… - Nature reviews Molecular …, 2022 - nature.com",JG Greener,https://scholar.google.com/citations?user=IG6H3tIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=IG6H3tIAAAAJ&engine=google_scholar_author&hl=en,IG6H3tIAAAAJ,ucl.ac.uk,PDF,https://discovery.ucl.ac.uk/id/eprint/10134478/1/NRMCB-review-accepted-forRPS.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=sBoxKwbXv3kJ,885,"https://scholar.google.com/scholar?cites=8772967020635429552&as_sdt=5,31&sciodt=0,31&hl=en&num=20",8772967020635429552,https://serpapi.com/search.json?as_sdt=5%2C31&cites=8772967020635429552&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:sBoxKwbXv3kJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3AsBoxKwbXv3kJ%3Ascholar.google.com%2F&start=20,6.0,"https://scholar.google.com/scholar?cluster=8772967020635429552&hl=en&num=20&as_sdt=0,31",8772967020635429552,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=8772967020635429552&engine=google_scholar&hl=en&num=20,SM Kandathil,https://scholar.google.com/citations?user=4yN-OTMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=4yN-OTMAAAAJ&engine=google_scholar_author&hl=en,4yN-OTMAAAAJ,L Moffat,https://scholar.google.com/citations?user=MbkcjpgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=MbkcjpgAAAAJ&engine=google_scholar_author&hl=en,MbkcjpgAAAAJ,,,,,,,,,,,
7,Machine learning from theory to algorithms: an overview,YtXfVHL-I_YJ,,https://iopscience.iop.org/article/10.1088/1742-6596/1142/1/012012/meta,"… The primary intent of this work is to give insight into why machine learning is the future. … of development of Machine Learning to the present day, various machine learning algorithms, …","J Alzubi, A Nayyar, A Kumar - Journal of physics: conference …, 2018 - iopscience.iop.org",J Alzubi,https://scholar.google.com/citations?user=9c3pVfUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=9c3pVfUAAAAJ&engine=google_scholar_author&hl=en,9c3pVfUAAAAJ,iop.org,PDF,https://iopscience.iop.org/article/10.1088/1742-6596/1142/1/012012/pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=YtXfVHL-I_YJ,768,"https://scholar.google.com/scholar?cites=17736299524518827362&as_sdt=5,31&sciodt=0,31&hl=en&num=20",17736299524518827362,https://serpapi.com/search.json?as_sdt=5%2C31&cites=17736299524518827362&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:YtXfVHL-I_YJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3AYtXfVHL-I_YJ%3Ascholar.google.com%2F&start=20,6.0,"https://scholar.google.com/scholar?cluster=17736299524518827362&hl=en&num=20&as_sdt=0,31",17736299524518827362,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=17736299524518827362&engine=google_scholar&hl=en&num=20,A Nayyar,https://scholar.google.com/citations?user=7uvZuX8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7uvZuX8AAAAJ&engine=google_scholar_author&hl=en,7uvZuX8AAAAJ,A Kumar,https://scholar.google.com/citations?user=b90f64MAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=b90f64MAAAAJ&engine=google_scholar_author&hl=en,b90f64MAAAAJ,,,,,,,,,,,
8,Machine learning: a probabilistic perspective,7pTn8Tq_R5UJ,Book,https://books.google.com/books?hl=en&lr=&id=RC43AgAAQBAJ&oi=fnd&pg=PR7&dq=machine%2Blearning&ots=ungAfDTx3b&sig=AKBmeLTzZMq_YZZfSpYm48ffq2U,"… , which is what machine learning provides. In particular, we define machine learning as a set … In machine learning, uncertainty comes in many forms: what is the best prediction about the …",KP Murphy - 2012 - books.google.com,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=7pTn8Tq_R5UJ,15762,"https://scholar.google.com/scholar?cites=10756776494885213422&as_sdt=5,31&sciodt=0,31&hl=en&num=20",10756776494885213422,https://serpapi.com/search.json?as_sdt=5%2C31&cites=10756776494885213422&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:7pTn8Tq_R5UJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3A7pTn8Tq_R5UJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=10756776494885213422&hl=en&num=20&as_sdt=0,31",10756776494885213422,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=10756776494885213422&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,
9,An overview of machine learning,0nyGFoiNDiIJ,,https://www.sciencedirect.com/science/article/pii/B9780080510545500054,"… of machine learning. The study and computer modeling of learning processes in their multiple manifestations constitutes the subject matter of machine learning. At present, the field of …","JG Carbonell, RS Michalski, TM Mitchell - Machine learning, 1983 - Elsevier",TM Mitchell,https://scholar.google.com/citations?user=MnfzuPYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=MnfzuPYAAAAJ&engine=google_scholar_author&hl=en,MnfzuPYAAAAJ,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=0nyGFoiNDiIJ,970,"https://scholar.google.com/scholar?cites=2454054462596480210&as_sdt=5,31&sciodt=0,31&hl=en&num=20",2454054462596480210,https://serpapi.com/search.json?as_sdt=5%2C31&cites=2454054462596480210&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:0nyGFoiNDiIJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3A0nyGFoiNDiIJ%3Ascholar.google.com%2F&start=20,4.0,"https://scholar.google.com/scholar?cluster=2454054462596480210&hl=en&num=20&as_sdt=0,31",2454054462596480210,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=2454054462596480210&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,
10,An introduction to machine learning,mhrZL_8iLVYJ,Book,https://link.springer.com/content/pdf/10.1007/978-3-319-63913-0.pdf,"Machine learning has come of age. And just in case you might think this is a mere platitude, … Machine learning remained an underdog, condemned to live in the shadow of more …",M Kubat - 2017 - Springer,,,,,mksu.ac.ke,PDF,http://ir.mksu.ac.ke/bitstream/handle/123456780/6293/2017_Book_AnIntroductionToMachineLearnin.pdf?sequence=1&isAllowed=y,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=mhrZL_8iLVYJ,996,"https://scholar.google.com/scholar?cites=6209657940628544154&as_sdt=5,31&sciodt=0,31&hl=en&num=20",6209657940628544154,https://serpapi.com/search.json?as_sdt=5%2C31&cites=6209657940628544154&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:mhrZL_8iLVYJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3AmhrZL_8iLVYJ%3Ascholar.google.com%2F&start=20,30.0,"https://scholar.google.com/scholar?cluster=6209657940628544154&hl=en&num=20&as_sdt=0,31",6209657940628544154,https://serpapi.com/search.json?as_sdt=0%2C31&cluster=6209657940628544154&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,
11,International conference on machine learning,gUoVCWuQbkcJ,Pdf,https://par.nsf.gov/servlets/purl/10418406,"In this paper, we make the key delineation on the roles of resolution and statistical uncertainty in hierarchical bandits-based black-box optimization algorithms, guiding a more general …","W Li, C Wang, G Cheng, Q Song - Transactions on machine learning …, 2023 - par.nsf.gov",G Cheng,https://scholar.google.com/citations?user=KoXUMbsAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=KoXUMbsAAAAJ&engine=google_scholar_author&hl=en,KoXUMbsAAAAJ,nsf.gov,PDF,https://par.nsf.gov/servlets/purl/10418406,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=gUoVCWuQbkcJ,1662,"https://scholar.google.com/scholar?cites=5147210213519346305&as_sdt=5,31&sciodt=0,31&hl=en&num=20",5147210213519346305,https://serpapi.com/search.json?as_sdt=5%2C31&cites=5147210213519346305&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:gUoVCWuQbkcJ:scholar.google.com/&scioq=machine%2Blearning&hl=en&num=20&as_sdt=0,31",https://serpapi.com/search.json?as_sdt=0%2C31&engine=google_scholar&hl=en&num=20&q=related%3AgUoVCWuQbkcJ%3Ascholar.google.com%2F&start=20,,,,,,,,,,,,,,,,,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:gUoVCWuQbkcJ:scholar.google.com/+machine%2Blearning&hl=en&num=20&as_sdt=0,31",,
